date,open,high,low,close,adjusted_close,volume
2025-11-05,72.22000122070312,72.58000183105469,71.33999633789062,72.0999984741211,71.71623992919922,16113500
2025-11-06,71.70999908447266,72.2300033569336,70.69000244140625,71.04000091552734,70.6618881225586,16469900
2025-11-07,71.38999938964844,71.58999633789062,70.54000091552734,71.06999969482422,70.69172668457031,16913700
2025-11-10,71.76000213623047,72.5,71.1500015258789,72.08999633789062,71.70629119873047,22201200
2025-11-11,71.73999786376953,72.25,71.0999984741211,71.70999908447266,71.32831573486328,21412900
2025-11-12,71.91000366210938,74.20999908447266,71.72000122070312,73.95999908447266,73.56634521484375,57591600
2025-11-13,77.94999694824219,79.5,76.6500015258789,77.37999725341797,76.9681396484375,57638500
2025-11-14,76.58000183105469,78.66999816894531,75.83999633789062,78.0,77.5848388671875,38819600
2025-11-17,77.88999938964844,79.38999938964844,77.47000122070312,77.77999877929688,77.36601257324219,28720100
2025-11-18,77.55000305175781,78.19999694824219,76.44999694824219,77.37000274658203,76.95819854736328,26025500
2025-11-19,77.30000305175781,78.93000030517578,77.16000366210938,78.38999938964844,77.97276306152344,24759700
2025-11-20,79.12000274658203,80.05999755859375,75.31999969482422,75.44000244140625,75.03846740722656,27381900
2025-11-21,75.63999938964844,76.94000244140625,75.47000122070312,76.0999984741211,75.69495391845703,24428800
2025-11-24,76.48999786376953,76.87999725341797,75.68000030517578,76.23999786376953,75.8342056274414,26691500
2025-11-25,76.48999786376953,77.05999755859375,76.08000183105469,76.31999969482422,75.91378021240234,18818800
2025-11-26,76.45999908447266,76.5999984741211,75.33999633789062,76.06999969482422,75.66510772705078,15972600
2025-11-28,76.13999938964844,76.95999908447266,75.80999755859375,76.94000244140625,76.53048706054688,7320900
2025-12-01,76.66999816894531,76.81999969482422,75.93000030517578,76.04000091552734,75.63526916503906,15529600
2025-12-02,76.16000366210938,77.0,75.76000213623047,76.87000274658203,76.46085357666016,14619100
2025-12-03,76.58999633789062,77.81999969482422,75.6500015258789,77.75,77.33616638183594,16088400
2025-12-04,77.69000244140625,77.86000061035156,77.16999816894531,77.76000213623047,77.34611511230469,12572600
2025-12-05,77.97000122070312,78.19000244140625,77.4000015258789,77.97000122070312,77.55500030517578,12579400
2025-12-08,78.20999908447266,79.37999725341797,78.12000274658203,78.86000061035156,78.44026184082031,17454500
2025-12-09,78.79000091552734,79.87999725341797,78.51000213623047,79.51000213623047,79.08680725097656,15737500
2025-12-10,78.83000183105469,80.81999969482422,78.80000305175781,80.25,79.82286071777344,21302700
2025-12-11,80.23999786376953,80.37000274658203,78.83000183105469,79.2699966430664,78.84807586669922,18652300
2025-12-12,79.45999908447266,79.55999755859375,77.72000122070312,77.80000305175781,77.38591003417969,16672300
2025-12-15,78.20999908447266,78.70999908447266,77.54000091552734,78.25,77.83351135253906,17646000
2025-12-16,78.11000061035156,78.61000061035156,77.37999725341797,77.55000305175781,77.13723754882812,17737200
2025-12-17,77.9000015258789,78.19999694824219,75.91999816894531,76.0,75.5954818725586,26094400
2025-12-18,76.33000183105469,77.80999755859375,76.26000213623047,76.94999694824219,76.5404281616211,19249400
2025-12-19,76.97000122070312,79.16999816894531,76.79000091552734,78.41999816894531,78.00260162353516,84881900
2025-12-22,79.0199966430664,79.1500015258789,77.95999908447266,78.11000061035156,77.69425201416016,18016100
2025-12-23,77.61000061035156,78.12000274658203,77.58999633789062,78.0199966430664,77.60472869873047,16712600
2025-12-24,78.0199966430664,78.29000091552734,77.8499984741211,78.0199966430664,77.60472869873047,9104400
2025-12-26,78.0999984741211,78.27999877929688,77.93000030517578,78.16000366210938,77.74398803710938,10158000
2025-12-29,78.02999877929688,78.30000305175781,77.5199966430664,77.79000091552734,77.37596130371094,17941800
2025-12-30,77.80999755859375,77.80999755859375,77.16999816894531,77.41000366210938,76.99798583984375,13952200
2025-12-31,77.33999633789062,77.81999969482422,76.87999725341797,77.02999877929688,76.62000274658203,13570500
2026-01-02,76.6500015258789,76.94999694824219,75.61000061035156,76.04000091552734,76.04000091552734,15749800
2026-01-05,76.44999694824219,76.7699966430664,75.20999908447266,75.58000183105469,75.58000183105469,16328800
2026-01-06,75.52999877929688,75.7300033569336,74.80999755859375,75.2300033569336,75.2300033569336,17017200
2026-01-07,75.12000274658203,75.37999725341797,74.19999694824219,74.72000122070312,74.72000122070312,20347400
2026-01-08,74.30999755859375,74.45999908447266,73.55000305175781,73.95999908447266,73.95999908447266,17192200
2026-01-09,73.44999694824219,74.33000183105469,73.33999633789062,73.87999725341797,73.87999725341797,19104100
2026-01-12,72.91000366210938,74.05000305175781,72.80000305175781,74.01000213623047,74.01000213623047,20985700
2026-01-13,73.98999786376953,75.5,73.86000061035156,75.47000122070312,75.47000122070312,17809900
2026-01-14,74.93000030517578,75.11000061035156,73.81999969482422,74.41000366210938,74.41000366210938,17801300
2026-01-15,75.22000122070312,76.05000305175781,74.91000366210938,75.25,75.25,18213000
2026-01-16,75.63999938964844,75.98999786376953,74.5999984741211,75.19000244140625,75.19000244140625,25743300
2026-01-20,74.5199966430664,74.87000274658203,73.20999908447266,73.3499984741211,73.3499984741211,23999700
2026-01-21,73.94999694824219,74.36000061035156,73.01000213623047,73.69000244140625,73.69000244140625,18210200
2026-01-22,74.11000061035156,74.77999877929688,73.87999725341797,74.33000183105469,74.33000183105469,12879800
2026-01-23,73.94999694824219,75.06999969482422,73.70999908447266,74.58999633789062,74.58999633789062,13125500
2026-01-26,76.47000122070312,77.41999816894531,75.63999938964844,77.01000213623047,77.01000213623047,24714400
2026-01-27,77.19000244140625,78.91000366210938,77.05000305175781,78.68000030517578,78.68000030517578,17756700
2026-01-28,78.93000030517578,79.04000091552734,78.0199966430664,78.95999908447266,78.95999908447266,14022900
2026-01-29,79.11000061035156,79.4800033569336,77.62999725341797,78.43000030517578,78.43000030517578,22642900
2026-01-30,78.08999633789062,78.80000305175781,77.72000122070312,78.31999969482422,78.31999969482422,26458400
2026-02-02,78.12000274658203,81.16000366210938,78.0,80.63999938964844,80.63999938964844,28238600
2026-02-03,80.80999755859375,83.25,80.80999755859375,83.11000061035156,83.11000061035156,34962100
2026-02-04,83.9800033569336,84.23999786376953,81.13999938964844,81.16000366210938,81.16000366210938,39765700
2026-02-05,80.86000061035156,83.30999755859375,80.80999755859375,82.36000061035156,82.36000061035156,24236500
2026-02-06,83.55999755859375,85.0,82.80999755859375,84.81999969482422,84.81999969482422,23936600
2026-02-09,84.7300033569336,87.25,84.30999755859375,86.77999877929688,86.77999877929688,22908400
2026-02-10,86.97000122070312,88.19000244140625,86.12999725341797,86.29000091552734,86.29000091552734,32113800
2026-02-11,86.05999755859375,87.13999938964844,85.12999725341797,85.54000091552734,85.54000091552734,34455800
2026-02-12,79.61000061035156,80.37000274658203,74.08999633789062,75.0,75.0,68098600
2026-02-13,74.37999725341797,77.30000305175781,73.41999816894531,76.8499984741211,76.8499984741211,42886400
2026-02-17,76.94999694824219,77.56999969482422,76.4800033569336,76.8499984741211,76.8499984741211,24792700
2026-02-18,76.55000305175781,78.5999984741211,76.48999786376953,78.18000030517578,78.18000030517578,20648800
2026-02-19,77.98999786376953,79.16000366210938,77.87000274658203,78.55999755859375,78.55999755859375,18443200
2026-02-20,78.12999725341797,79.33000183105469,78.12999725341797,79.19999694824219,79.19999694824219,29461600
2026-02-23,78.8499984741211,79.4800033569336,76.94000244140625,77.73999786376953,77.73999786376953,24485900
2026-02-24,77.73999786376953,78.70999908447266,77.47000122070312,78.13999938964844,78.13999938964844,19485100
2026-02-25,78.44999694824219,79.41999816894531,78.26000213623047,79.12000274658203,79.12000274658203,22721800
2026-02-26,78.94000244140625,79.33999633789062,77.72000122070312,78.0999984741211,78.0999984741211,19608000
2026-02-27,77.6500015258789,79.52999877929688,77.06999969482422,79.45999908447266,79.45999908447266,27498000
2026-03-02,78.75,79.5199966430664,77.69000244140625,79.41999816894531,79.41999816894531,18540400
2026-03-03,78.37999725341797,79.44000244140625,77.56999969482422,78.95999908447266,78.95999908447266,17521100
2026-03-04,79.19999694824219,80.95999908447266,78.52999877929688,80.87000274658203,80.87000274658203,20388100
2026-03-05,79.98999786376953,81.16999816894531,79.05000305175781,80.01000213623047,80.01000213623047,26844800
2026-03-06,78.5199966430664,79.5199966430664,78.3499984741211,78.63999938964844,78.63999938964844,20621200
2026-03-09,77.18000030517578,77.55999755859375,75.19999694824219,76.20999908447266,76.20999908447266,32855900
2026-03-10,77.13999938964844,79.01000213623047,77.0999984741211,77.69999694824219,77.69999694824219,24836000
2026-03-11,77.63999938964844,78.5,77.12000274658203,78.0999984741211,78.0999984741211,14719900
2026-03-12,76.94999694824219,78.12999725341797,76.94999694824219,77.73999786376953,77.73999786376953,19969500
2026-03-13,78.06999969482422,79.26000213623047,77.94000244140625,78.33000183105469,78.33000183105469,19080400
2026-03-16,78.91999816894531,79.16999816894531,78.19000244140625,78.9000015258789,78.9000015258789,14715100
2026-03-17,79.18000030517578,80.05000305175781,78.81999969482422,79.2699966430664,79.2699966430664,16210500
2026-03-18,79.73999786376953,80.02999877929688,77.52999877929688,77.5999984741211,77.5999984741211,18827600
2026-03-19,77.55000305175781,78.87999725341797,76.91999816894531,78.51000213623047,78.51000213623047,17519600
2026-03-20,78.44999694824219,79.04000091552734,76.70999908447266,77.6500015258789,77.6500015258789,90380800
2026-03-23,78.63999938964844,79.51000213623047,78.41999816894531,78.81999969482422,78.81999969482422,20072200
2026-03-24,78.37000274658203,80.94000244140625,78.12999725341797,80.86000061035156,80.86000061035156,23528000
2026-03-25,81.0,82.68000030517578,80.88999938964844,81.83000183105469,81.83000183105469,23146000
2026-03-26,82.06999969482422,83.11000061035156,81.83000183105469,82.16000366210938,82.16000366210938,26148387
